"code","wildcard","name","description","file_name","link","type",mode_play,"sub_link","image",view,play,vote,author_id,"publish_at"
NULL,"dtetn","Dung Trach Em Toi Nghiep",NULL,"2140.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtetn","Dung Trach Em Toi Nghiep",NULL,"2141.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtgn","Dung Trach Gi Nhau",NULL,"2142.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtgn","Dung Trach Gi Nhau",NULL,"11900.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtnmm","Dung Trach Nguoi Mong Mo",NULL,"12277.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtno","Dung Trach Nguoi Oi",NULL,"12278.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtno","Dung Trach Nguoi Oi",NULL,"12279.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtsss","Dung Trach Sao Sang Song",NULL,"12280.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtl","Dung Tro Lai",NULL,"12281.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dttq","Dung Tuong Toi Quen",NULL,"12282.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvdgnd","Dung Ve Day Gieo Noi Dau",NULL,"12283.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvtav","Dung Ve Tre (Acoustic Version)",NULL,"12284.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvtrv","Dung Ve Tre (RnB Version)",NULL,"12285.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvdpnqt","Dung Vi Danh Phu Nghia Quen Tinh",NULL,"12286.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvelb","Dung Vi Em La Bien",NULL,"12287.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dv","Dung Voi",NULL,"24538.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvv","Dung Voi Vang",NULL,"12288.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxa","Dung Xa Anh",NULL,"7257.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxa","Dung Xa Anh",NULL,"12334.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxadnr","Dung Xa Anh Dem Nay (Remix)",NULL,"7258.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxaen","Dung Xa Anh Em Nhe",NULL,"7259.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxcn","Dung Xa Cach Nhau",NULL,"7260.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7262.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7263.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7264.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7265.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7266.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7267.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxedn","Dung Xa Em Dem Nay",NULL,"7268.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxednr","Dung Xa Em Dem Nay (Remix)",NULL,"7261.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxen","Dung Xa Em Nhe",NULL,"7269.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxn","Dung Xa Nhau",NULL,"7270.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxrn","Dung Xa Roi Nhau",NULL,"24539.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxta","Dung Xoa Ten Anh",NULL,"24540.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyan","Dung Yeu Anh Nua",NULL,"7271.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyan","Dung Yeu Anh Nua",NULL,"7272.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dysnr","Dung Yeu Sai Nguoi (Remix)",NULL,"24541.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyt","Dung Yeu Toi",NULL,"7273.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyt","Dung Yeu Toi",NULL,"7274.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyt","Dung Yeu Toi",NULL,"7275.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dytn","Dung Yeu Toi Nhe",NULL,"24542.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dyvt","Dung Yeu Vi Tien",NULL,"7276.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dgcn","Duoc Gi Cho Nhau",NULL,"12269.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dgcnr","Duoc Gi Cho Nhau (Remix)",NULL,"12268.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dgkty","Duoc Gi Khi Ta Yeu",NULL,"12270.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dm","Duoc Mua",NULL,"12271.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtlh","Duoc Thoi Len Huong",NULL,"24543.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"2143.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12272.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12273.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12274.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12275.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12276.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtelc","Duoc Tin Em Lay Chong",NULL,"12335.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvm","Duoc Va Mat",NULL,"24544.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"danh","Duoi Anh Nang Hong",NULL,"24545.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"danmt","Duoi Anh Nang Mat Troi",NULL,"24546.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dan","Duoi Anh Nen",NULL,"2144.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbtl","Duoi Bong Tre Lang",NULL,"2145.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dc","Duoi Chim",NULL,"24547.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dghc","Duoi Gian Hoa Cu",NULL,"24548.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dncm","Duoi Nhung Con Mua",NULL,"24549.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dncm","Dưới những cơn mưa",NULL,"94.mp4",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dqvh","Duoi Que Vui Hon",NULL,"24550.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dand","Duong Ai Nay Di",NULL,"2146.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dand","Duong Ai Nay Di",NULL,"2147.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dand","Duong Ai Nay Di",NULL,"2148.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dand","Duong Ai Nay Di",NULL,"2149.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dand","Duong Ai Nay Di",NULL,"2150.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"daty","Duong Ao Tinh Yeu",NULL,"21246.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbed","Duong Bay Em Di",NULL,"21247.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbmx","Duong Bon Mua Xuan",NULL,"2151.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dctke","Duong Cam Thu Khong Em",NULL,"2152.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dcdd","Duong Cay Dam Dang",NULL,"21248.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dct","Duong Chan Troi",NULL,"2153.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dcrv","Duong Chieu Ron Vui",NULL,"2154.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dcxv","Duong Chieu Xa Vang",NULL,"12336.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dctd","Duong Chung Ta Di",NULL,"21249.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dctc","Duong Con Theo Chua",NULL,"2155.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dc","Duong Cong",NULL,"2156.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dc","Duong Cong",NULL,"2157.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddmeb","Duong Dai Minh Em Buoc",NULL,"2158.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddmb","Duong Dai Mot Bong",NULL,"2159.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddtb","Duong Dai Toi Buoc",NULL,"2160.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddnvq","Duong Den Ngay Vinh Quang",NULL,"21250.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddnvq","Duong Den Ngay Vinh Quang",NULL,"21251.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddtk","Duong Di Tron Kiep",NULL,"2161.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dd","Duong Doi",NULL,"21252.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddrl","Duong Duyen Re Loi",NULL,"2162.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ded","Duong Em Di",NULL,"2163.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dhnnttl","Duong Hai Nga Nguoi Thuong Thanh La",NULL,"2164.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dk","Duong Khuya",NULL,"21253.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dln","Duong Len Non",NULL,"2165.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dlsc","Duong Len Son Cuoc",NULL,"2166.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dltb","Duong Len Tay Bac",NULL,"21254.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnt","Duong Nang Tat",NULL,"2167.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dned","Duong Nao Em Di",NULL,"21255.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnhn","Duong Nghieng Hoa Nang",NULL,"21256.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dn","Duong Nhu",NULL,"2168.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dn","Duong Nhu",NULL,"2169.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dn","Duong Nhu",NULL,"2170.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnad","Duong Nhu Anh Da",NULL,"21257.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnct","Duong Nhu Chia Tay",NULL,"2171.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnedya","Duong Nhu Em Da Yeu Anh",NULL,"2172.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dnlty","Duong Nhu La Tinh Yeu",NULL,"2173.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dntd","Duong Nhu Ta Da",NULL,"12337.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dr","Duong Rung",NULL,"21258.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dsne","Duong Sang Nha Em",NULL,"2174.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dsne","Duong Sang Nha Em",NULL,"2175.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dss","Duong Song Song",NULL,"2176.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtmx","Duong Tau Mua Xuan",NULL,"21259.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2177.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2178.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2179.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2180.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2181.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Duong Tinh Doi Nga",NULL,"2182.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dthl","Duong Tinh Hai Loi",NULL,"2183.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dthl","Duong Tinh Hai Loi",NULL,"2184.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtnl","Duong Tinh Nhieu Loi",NULL,"12338.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dty","Duong Tinh Yeu",NULL,"7277.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dty","Duong Tinh Yeu",NULL,"7278.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtddtdn","Duong Toi Di Dai Theo Dat Nuoc",NULL,"7279.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtsxaq","Duong Truong Son Xe Anh Qua",NULL,"7280.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtsxaq","Duong Truong Son Xe Anh Qua",NULL,"7281.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtsxaq","Duong Truong Son Xe Anh Qua",NULL,"7282.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtsxaq","Duong Truong Son Xe Anh Qua",NULL,"7283.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvy","Duong Vao Yeu",NULL,"21260.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dv","Duong Ve",NULL,"21261.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvdc","Duong Ve Don Coi",NULL,"7284.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvht","Duong Ve Hai Thon",NULL,"7285.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvht","Duong Ve Hai Thon",NULL,"7286.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvht","Duong Ve Hai Thon",NULL,"7287.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvht","Duong Ve Hai Thon",NULL,"7288.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvk","Duong Ve Khuya",NULL,"7289.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvk","Duong Ve Khuya",NULL,"7290.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvmt","Duong Ve Mien Trung",NULL,"7291.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvmt","Duong Ve Mien Trung",NULL,"7292.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvno","Duong Ve Ngoai O",NULL,"7293.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvno","Duong Ve Ngoai O",NULL,"12339.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvq","Duong Ve Que",NULL,"21262.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqc","Duong Ve Que Cu",NULL,"21263.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5898.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5899.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5900.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5901.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5902.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvqh","Duong Ve Que Huong",NULL,"5903.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvth","Duong Ve Thanh Hoa",NULL,"5904.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvvb","Duong Ve Viet Bac",NULL,"5905.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dvxx","Duong Ve Xa Xoi",NULL,"5906.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"5907.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"5908.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"5909.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"7294.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"7295.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"7296.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"7297.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxum","Duong Xa Uot Mua",NULL,"12340.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxvd","Duong Xa Van Dam",NULL,"7298.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dx","Duong Xua",NULL,"7299.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dx","Duong Xua",NULL,"7300.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dx","Duong Xua",NULL,"7301.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dx","Duong Xua",NULL,"7302.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7303.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7304.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7305.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7306.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7307.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7308.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7309.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7310.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7311.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dxlc","Duong Xua Loi Cu",NULL,"7312.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdn","Dut Tinh Dut Nghia",NULL,"12289.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dtdr","Dut Tung Doan Ruot",NULL,"12290.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dn","Duy Nhat",NULL,"12291.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbtn","Duyen Bac Tinh Nam",NULL,"23505.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbd","Duyen Ban Dau",NULL,"12292.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"dbl","Duyen Ben Lau",NULL,"12293.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
NULL,"ddah","Duyen Dang Ao Hoa",NULL,"12294.mkv",NULL,"mp4",0,NULL,NULL,0,0,0,0,"2000-01-01 00:00:00"
